amount,hour_of_day,device_risk,location_risk,cvv_match,expiry_valid,billing_zip_match,velocity_risk,is_fraud
54.68876546855708,3,0,0.5906848831976755,1,1,1,0.1301971615093166,0
31.533739225473198,16,1,0.9006268444510604,1,1,1,0.09718607402192614,0
42.17486578946158,20,0,0.8463307012782276,1,1,1,0.6383439679271563,0
160.68303181338564,15,0,0.1249874389465685,1,1,1,0.39397667956824145,0
87.93181430876417,23,0,0.2450177630778676,1,1,1,0.4878601234768263,0
146.8508828981817,5,0,0.9900730795257785,0,1,1,0.2862742818905426,1
26.497154466087544,13,0,0.6550373978066594,1,0,1,0.11356588635424547,0
935.4527620629112,0,0,0.16781361457016963,1,1,0,0.13183623941844902,1
284.8607394542888,11,0,0.758174905746017,1,1,1,0.7910587548579233,0
57.70974950347173,18,0,0.6889917804863445,1,1,1,0.9364652877392985,0
114.50179708497691,15,0,0.16038774118739596,1,1,1,0.9525115976632796,0
298.49287962322785,13,0,0.5618909455125659,1,1,1,0.08203439516681188,0
41.58086941551285,8,0,0.6367059267725567,1,1,1,0.6526242608892371,0
1036.8416707195006,16,0,0.1027883997516964,1,1,1,0.45919794558001514,0
171.9225963030136,11,0,0.2027079287673047,1,1,1,0.014827915560089666,0
353.1881552393209,22,0,0.4095360642963245,1,1,1,0.25222133197319085,0
349.65946954709625,0,0,0.17924397089020316,1,1,1,0.9496919202729515,0
86.1046472453074,5,0,0.28999093418721167,1,1,1,0.1635201396196806,0
153.7116631279588,14,0,0.6802994523774927,1,1,1,0.022985975470679154,0
248.05635437672703,8,0,0.8762964928316357,1,1,1,0.1507137951199048,0
379.47563796793344,8,0,0.34652410711277926,1,1,1,0.19533497763815622,0
73.56948329232942,6,0,0.31319891573392933,1,1,1,0.997135416460978,0
98.8592273982454,6,0,0.038617043439676646,1,1,1,0.7507918695200251,0
265.3955982704478,17,1,0.845777639370789,1,1,1,0.17121739955976778,0
223.68402598555457,23,0,0.8023414697532293,1,1,0,0.382080139117113,1
47.29726643009447,17,0,0.04846572171632113,1,1,1,0.5013057848705269,0
160.22037143453707,12,0,0.6623753488348886,1,1,1,0.5400526641004789,0
91.20107714481665,18,0,0.6385371411136557,1,1,1,0.9346635537625119,0
234.6691476964993,17,0,0.699629928139317,1,1,1,0.5851879607159561,0
422.90232773196936,17,0,0.29129156496847064,1,1,0,0.6038387208752513,0
53.859163546739836,19,0,0.8677803195188757,0,1,1,0.23222191111722723,1
819.5552491925474,11,0,0.021145264705226152,1,1,1,0.8311733629358009,0
159.99780752119105,19,0,0.1398650195907608,1,1,1,0.32732946286050446,0
162.61395186144162,1,0,0.8957141899427546,1,1,1,0.6590893255100027,1
169.42460075544946,8,1,0.1506335425817239,1,1,1,0.7888422064787968,0
25.870430457061282,8,0,0.063002888985078,1,1,1,0.4108721301469266,0
329.4939703696172,10,0,0.6997510662549855,1,1,1,0.9756767611737618,0
1254.6766033767096,2,0,0.9842399527199744,1,1,1,0.7190042142851699,1
40.12286891778507,18,0,0.8617037376673807,1,1,1,0.9515436370171199,0
57.552376096152855,2,0,0.5983264407975105,1,1,1,0.5541563250809032,0
72.69060268437975,8,0,0.11885079604750803,1,1,1,0.5259733602508466,0
322.88861529950145,3,0,0.3925808206846658,1,1,1,0.4926195205866676,0
5.0,23,0,0.5877197760476284,1,1,1,0.5466865859072794,0
127.202508283925,14,0,0.3935041624480131,1,1,1,0.397592238796608,0
34.75728947368307,13,0,0.38007672218838373,1,1,1,0.5105480887767565,0
361.9719142933902,8,1,0.4525682979670116,1,1,1,0.9281570480352711,0
25.94401038636161,7,0,0.5220242742905862,1,1,1,0.2684508876199718,0
280.9650699452126,14,0,0.054638172919903916,1,1,1,0.18149681302972764,0
141.98010223697827,19,0,0.059990710074721676,1,1,1,0.47566698895257997,0
930.1685423379213,2,0,0.06662122406945059,1,1,1,0.4743505638110018,1
412.1178563943083,23,0,0.002942302987566592,1,1,1,0.9779148108072353,0
231.69827795715105,12,0,0.4668357463562084,1,1,1,0.9237002699193211,0
215.95433937404317,12,0,0.3702542955229803,1,1,1,0.15839714939015193,0
1500.4884939212106,20,0,0.8816418561011153,1,1,1,0.8808376819330072,1
57.21049561174469,1,0,0.14914097892029732,1,1,1,0.29045831113693554,0
5.0,17,1,0.5408257459120314,1,1,0,0.9446824572491717,1
6.833834485987662,14,0,0.43190462863845047,1,1,1,0.4033798418943253,0
659.5838276183542,16,0,0.5991611519276434,0,1,1,0.5875726423042085,1
909.348691338175,15,0,0.5695987864525498,1,1,1,0.9914311082958998,0
142.66319294366562,22,0,0.9578327084253483,1,1,1,0.04636462450855572,0
97.90757433033862,10,0,0.5586864190271563,1,1,1,0.04116605373207205,0
350.2709243351151,22,0,0.2825356308100364,1,1,1,0.15195878362955917,0
5.0,14,0,0.285497514703824,1,1,1,0.9675047708174411,0
387.5193280675894,6,0,0.5436164753948829,1,1,1,0.08931191018574947,0
275.40915342077557,0,0,0.8668888371582395,1,1,1,0.7197592102030138,1
59.347239379918335,2,0,0.30690214917482583,1,1,1,0.16038335599607512,0
278.7369578618695,1,0,0.9535351125418521,1,1,1,0.22925550221345803,0
572.9760273539292,4,0,0.08154592795441817,1,1,1,0.8387069197691852,1
21.203856305526813,11,0,0.01490930594893436,1,1,1,0.7018307853238523,0
578.4322931008488,10,0,0.8965828273308917,1,1,1,0.6111997352139015,1
81.03427000558789,9,0,0.8695585953371691,1,1,1,0.70878317472868,0
301.29576715630986,6,0,0.9051514308789892,1,1,1,0.30978060986853906,0
